Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L3160862", 12.47, 3,     7608.7,   91.0,    1.0568, 0, 0, 0, 0, 0, 0, 0, 0
"L3104850", 12.47, 3,    7608.63,   91.0,    1.0568, 0, 0, 0, 0, 0, 0, 0, 0
"L2748130", 12.47, 2,    7355.75, -153.9,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"L3083019", 12.47, 1,    7058.25,  -33.9,   0.98037, 0, 0, 0, 0, 0, 0, 0, 0
"M1027080", 12.47, 1,    7056.67,  -33.9,   0.98015, 0, 0, 0, 0, 0, 0, 0, 0
"L3085389", 12.47, 2,    7295.15, -154.1,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2729405", 12.47, 2,    7476.47, -152.8,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"P828362", 12.47, 1,    7369.54,  -33.3,    1.0236, 2,    7448.89, -155.8,    1.0346, 3,    7444.21,   92.3,     1.034
"N1136671", 12.47, 1,     7369.1,  -33.3,    1.0235, 2,    7448.48, -155.8,    1.0346, 3,    7444.17,   92.3,     1.034
"P901941", 12.47, 1,    7248.73,  -31.2,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0
"L3251799", 12.47, 1,    7248.71,  -31.2,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0
"M1026308", 12.47, 2,    7300.34, -154.1,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"L2897764", 12.47, 2,    7300.25, -154.1,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"M1009840", 12.47, 2,    7331.29, -156.5,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"L2991901", 12.47, 2,    7330.94, -156.5,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0
"N1134470", 12.47, 1,    7040.68,  -34.0,   0.97793, 0, 0, 0, 0, 0, 0, 0, 0
"L3251808", 12.47, 1,    7036.12,  -34.0,    0.9773, 0, 0, 0, 0, 0, 0, 0, 0
"L3139086", 12.47, 2,    7245.66, -156.4,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0
"N1137992", 12.47, 1,    7345.88,  -33.3,    1.0203, 2,    7425.24, -155.7,    1.0313, 3,    7426.18,   92.3,    1.0315
"196-29520", 12.47, 1,    7345.63,  -33.3,    1.0203, 2,    7425.03, -155.7,    1.0313, 3,    7426.14,   92.3,    1.0315
"L3029501", 12.47, 2,    7275.97, -156.3,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0
"M3036165", 12.47, 2,    7275.96, -156.3,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0
"M1026857", 12.47, 1,    7285.95,  -33.7,     1.012, 0, 0, 0, 0, 0, 0, 0, 0
"M1026859", 12.47, 1,    7285.54,  -33.7,    1.0119, 0, 0, 0, 0, 0, 0, 0, 0
"M1108311", 12.47, 1,    7312.88,  -32.3,    1.0157, 2,    7511.96, -151.7,    1.0434, 3,    7521.03,   89.8,    1.0447
"L2898526", 12.47, 3,     7520.5,   89.8,    1.0446, 0, 0, 0, 0, 0, 0, 0, 0
"L3048965", 12.47, 1,    7335.43,  -31.4,    1.0189, 2,     7529.3, -151.4,    1.0458, 3,    7590.64,   90.6,    1.0543
"L3216123", 12.47, 1,    7356.76,  -33.3,    1.0218, 2,    7436.86, -155.8,     1.033, 3,     7443.1,   92.3,    1.0338
"N1136996", 12.47, 1,    7349.19,  -33.3,    1.0208, 2,    7430.15, -155.8,     1.032, 3,       7444,   92.3,     1.034
"M1069202", 12.47, 3,    7426.16,   89.0,    1.0315, 0, 0, 0, 0, 0, 0, 0, 0
"L2879073", 12.47, 3,    7424.32,   89.0,    1.0312, 0, 0, 0, 0, 0, 0, 0, 0
"M1089093", 12.47, 3,    7409.18,   89.0,    1.0291, 0, 0, 0, 0, 0, 0, 0, 0
"M1047786", 12.47, 2,    7304.05, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3048207", 12.47, 2,    7301.28, -156.1,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"L3160868", 12.47, 2,    7518.75, -151.5,    1.0443, 0, 0, 0, 0, 0, 0, 0, 0
"L3082988", 12.47, 2,    7518.71, -151.5,    1.0443, 0, 0, 0, 0, 0, 0, 0, 0
"L2936211", 12.47, 3,    7629.39,   91.5,    1.0597, 0, 0, 0, 0, 0, 0, 0, 0
"N1140525", 12.47, 3,    7433.96,   92.3,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0
"L3645809", 12.47, 3,    7433.73,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"P829962", 12.47, 3,    7578.16,   90.4,    1.0526, 0, 0, 0, 0, 0, 0, 0, 0
"M1142835", 12.47, 3,    7578.14,   90.4,    1.0526, 0, 0, 0, 0, 0, 0, 0, 0
"L3125349", 12.47, 1,    7304.65,  -33.1,    1.0146, 2,     7289.8, -156.3,    1.0125, 3,    7394.03,   91.9,     1.027
"N1138604", 12.47, 1,    7305.04,  -33.1,    1.0147, 2,    7289.54, -156.3,    1.0125, 3,     7392.8,   91.8,    1.0268
"D5710794-3_INT", 12.47, 1,    7554.34,  -30.8,    1.0493, 2,    7563.79, -150.5,    1.0506, 3,    7563.39,   89.8,    1.0505
"E192860", 12.47, 1,    7554.18,  -30.8,    1.0493, 2,    7563.69, -150.5,    1.0506, 3,    7563.38,   89.8,    1.0505
"L3254216", 12.47, 1,    7238.53,  -33.5,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"L2785511", 12.47, 1,    7387.03,  -31.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L2897784", 12.47, 2,    7292.72, -154.1,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"M1026496", 12.47, 2,    7291.85, -154.1,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"P859135", 12.47, 1,    7331.51,  -33.3,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"M1027002", 12.47, 1,    7091.43,  -33.9,   0.98498, 2,    7316.33, -156.5,    1.0162, 3,    7383.66,   92.3,    1.0256
"L2673313", 12.47, 1,    7086.94,  -33.9,   0.98436, 2,    7314.45, -156.5,     1.016, 3,    7381.48,   92.3,    1.0253
"M1047725", 12.47, 2,    7392.25, -155.9,    1.0268, 0, 0, 0, 0, 0, 0, 0, 0
"M1047728", 12.47, 2,    7392.14, -155.9,    1.0267, 0, 0, 0, 0, 0, 0, 0, 0
"M1047300", 12.47, 1,    7187.04,  -34.4,   0.99826, 2,    7354.22, -154.0,    1.0215, 3,    7462.81,   88.7,    1.0366
"M1047299", 12.47, 1,    7183.68,  -34.4,   0.99779, 2,    7352.77, -154.0,    1.0213, 3,    7462.88,   88.7,    1.0366
"L3122835", 12.47, 2,    7278.13, -155.0,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"L3234185", 12.47, 2,     7302.9, -156.1,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"L3065750", 12.47, 2,    7302.84, -156.1,    1.0143, 0, 0, 0, 0, 0, 0, 0, 0
"L2991943", 12.47, 3,    7461.52,   88.7,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"L2952013", 12.47, 1,    7259.01,  -33.8,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1026701", 12.47, 1,    7265.29,  -33.4,    1.0091, 2,    7435.44, -155.7,    1.0328, 3,    7398.68,   92.4,    1.0277
"M1026697", 12.47, 1,    7264.81,  -33.4,    1.0091, 2,    7435.58, -155.7,    1.0328, 3,    7398.38,   92.4,    1.0276
"M1069730", 12.47, 2,    7303.24, -156.1,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"L3159037", 12.47, 2,    7303.14, -156.1,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"M1142833", 12.47, 3,    7578.12,   90.4,    1.0526, 0, 0, 0, 0, 0, 0, 0, 0
"P901913", 12.47, 3,    7431.55,   92.3,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"N1140823", 12.47, 1,    7269.02,  -33.4,    1.0096, 2,    7434.56, -155.7,    1.0326, 3,    7400.76,   92.4,    1.0279
"M1027066", 12.47, 3,    7339.77,   92.3,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"L2841645", 12.47, 3,    7339.52,   92.3,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0
"M1125959", 12.47, 3,    7632.07,   91.6,    1.0601, 0, 0, 0, 0, 0, 0, 0, 0
"M1125974", 12.47, 3,    7631.99,   91.6,    1.0601, 0, 0, 0, 0, 0, 0, 0, 0
"M1069191", 12.47, 1,    7379.55,  -33.8,     1.025, 0, 0, 0, 0, 0, 0, 0, 0
"M1108258", 12.47, 2,     7471.3, -152.8,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
"P829976", 12.47, 1,    7329.84,  -31.5,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"L2955078", 12.47, 1,    7329.82,  -31.5,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"N1147867", 12.47, 3,    7292.25,   89.4,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"D5837361-8_INT", 12.47, 3,    7292.25,   89.4,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"M1026792", 12.47, 1,    7253.72,  -33.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L2821010", 12.47, 1,    7253.16,  -33.8,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"M1125976", 12.47, 1,    7185.86,  -30.9,    0.9981, 2,    7499.64, -151.5,    1.0417, 3,    7644.43,   91.8,    1.0618
"N1142112", 12.47, 2,    7471.78, -152.8,    1.0378, 0, 0, 0, 0, 0, 0, 0, 0
"P827496", 12.47, 2,    7471.74, -152.8,    1.0378, 0, 0, 0, 0, 0, 0, 0, 0
"221-240988", 12.47, 3,    7395.81,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"L3141411", 12.47, 3,     7395.8,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"P829956", 12.47, 3,    7608.18,   91.0,    1.0568, 0, 0, 0, 0, 0, 0, 0, 0
"D5535139-1_INT", 12.47, 1,    7139.43,  -30.8,   0.99165, 2,    7491.96, -151.6,    1.0406, 3,    7663.33,   92.3,    1.0644
"E183473", 12.47, 1,    7139.34,  -30.8,   0.99164, 2,     7491.9, -151.6,    1.0406, 3,    7663.45,   92.3,    1.0644
"M1125997", 12.47, 1,    7139.71,  -30.8,   0.99169, 2,    7492.01, -151.6,    1.0406, 3,    7663.21,   92.3,    1.0644
"M1047518", 12.47, 2,    7459.29, -155.8,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"L2973160", 12.47, 2,    7459.24, -155.8,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"N1134471", 12.47, 1,    7056.67,  -33.9,   0.98015, 0, 0, 0, 0, 0, 0, 0, 0
"M1009838", 12.47, 2,    7334.31, -156.5,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0
"L2801896", 12.47, 2,    7333.65, -156.5,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0
"P827520", 12.47, 3,    7433.75,   89.0,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"M1009784", 12.47, 1,    7198.81,  -33.8,    0.9999, 2,    7360.88, -156.4,    1.0224, 3,    7420.23,   92.4,    1.0307
"M1009770", 12.47, 1,    7197.88,  -33.8,   0.99977, 2,    7360.81, -156.4,    1.0224, 3,    7420.24,   92.4,    1.0307
"N1136669", 12.47, 1,    7377.23,  -33.4,    1.0247, 2,    7458.66, -155.8,     1.036, 3,     7443.8,   92.3,    1.0339
"L3103822", 12.47, 1,    7371.86,  -33.4,    1.0239, 2,    7457.11, -155.8,    1.0358, 3,    7441.85,   92.3,    1.0337
"M3768670", 12.47, 1,    7323.27,  -33.6,    1.0172, 2,    7445.51, -155.9,    1.0342, 3,    7430.93,   92.3,    1.0321
"P1123251", 12.47, 1,    7323.19,  -33.6,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"N1136994", 12.47, 3,     7434.3,   92.3,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0
"L2729428", 12.47, 1,    7258.27,  -33.4,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0
"M1026926", 12.47, 1,    7203.84,  -33.9,    1.0006, 2,    7381.36, -156.4,    1.0253, 3,    7416.45,   92.3,    1.0301
"N1138000", 12.47, 1,    7203.83,  -33.9,    1.0006, 0, 0, 0, 0, 0, 0, 0, 0
"221-242079", 12.47, 1,    7449.93,  -31.1,    1.0348, 2,    7543.63, -151.0,    1.0478, 3,    7581.72,   90.1,    1.0531
"L3011293", 12.47, 1,     7449.9,  -31.1,    1.0348, 2,     7543.6, -151.0,    1.0478, 3,    7581.72,   90.1,    1.0531
"M1026777", 12.47, 1,     7252.8,  -33.8,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"L3233353", 12.47, 1,    7252.72,  -33.8,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"L3029506", 12.47, 2,    7459.36, -155.8,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"L3010559", 12.47, 1,    7300.95,  -33.1,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"M1069213", 12.47, 3,    7421.28,   89.0,    1.0308, 0, 0, 0, 0, 0, 0, 0, 0
"L3178977", 12.47, 3,    7421.18,   89.0,    1.0308, 0, 0, 0, 0, 0, 0, 0, 0
"M1108534", 12.47, 1,    7420.83,  -31.1,    1.0307, 2,     7523.5, -152.7,     1.045, 3,    7528.05,   92.6,    1.0456
"P901934", 12.47, 1,    7420.82,  -31.1,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"P829796", 12.47, 3,    7512.85,   92.7,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0
"N1142107", 12.47, 3,    7512.65,   92.7,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0
"L2691965", 12.47, 2,    7409.01, -154.8,    1.0291, 0, 0, 0, 0, 0, 0, 0, 0
"L2785538", 12.47, 1,    7194.43,  -32.4,   0.99929, 0, 0, 0, 0, 0, 0, 0, 0
"N1139259", 12.47, 3,    7405.08,   92.0,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"L2710543", 12.47, 3,    7405.01,   92.0,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"Q1301", 12.47, 1,    7316.07,  -31.4,    1.0162, 2,    7525.41, -151.4,    1.0453, 3,    7595.41,   90.7,     1.055
"L3160872", 12.47, 1,    7314.82,  -31.4,     1.016, 2,    7525.15, -151.4,    1.0452, 3,    7595.85,   90.7,     1.055
"P827509", 12.47, 2,    7332.71, -156.0,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0
"M1047793", 12.47, 2,    7319.63, -156.0,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0
"P827555", 12.47, 2,    7319.62, -156.0,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0
"L2879069", 12.47, 1,    7283.69,  -33.2,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0
"L2955006", 12.47, 3,    7510.65,   92.7,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"L2692600", 12.47, 3,    7510.62,   92.7,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"L3029505", 12.47, 3,    7466.87,   92.3,    1.0371, 0, 0, 0, 0, 0, 0, 0, 0
"L2673318", 12.47, 3,    7466.75,   92.3,    1.0371, 0, 0, 0, 0, 0, 0, 0, 0
"M1026682", 12.47, 1,    7263.94,  -33.4,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"M1047424", 12.47, 2,    7274.98, -156.3,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"L2691949", 12.47, 2,    7274.97, -156.3,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"M1026699", 12.47, 2,    7241.81, -156.4,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"L3085403", 12.47, 1,    7264.66,  -33.4,     1.009, 0, 0, 0, 0, 0, 0, 0, 0
"M4113345", 12.47, 3,    7431.44,   92.3,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"L3235255", 12.47, 1,    7228.18,  -34.4,     1.004, 2,    7368.77, -154.0,    1.0235, 3,    7464.79,   88.7,    1.0368
"M1047316", 12.47, 1,    7223.54,  -34.4,    1.0033, 2,    7367.88, -154.0,    1.0234, 3,    7464.43,   88.7,    1.0368
"M1026886", 12.47, 1,    7244.25,  -33.8,    1.0062, 2,    7407.83, -156.2,    1.0289, 3,    7422.16,   92.4,    1.0309
"L3120484", 12.47, 1,    7244.15,  -33.8,    1.0062, 2,    7407.76, -156.2,    1.0289, 3,    7422.16,   92.4,    1.0309
"L2879078", 12.47, 1,    7263.96,  -33.4,    1.0089, 2,    7435.79, -155.7,    1.0328, 3,    7397.66,   92.4,    1.0275
"M1026681", 12.47, 1,    7263.82,  -33.4,    1.0089, 2,    7435.81, -155.7,    1.0328, 3,    7397.41,   92.4,    1.0275
"L3232902", 12.47, 1,       7123,  -30.7,   0.98937, 2,    7489.29, -151.6,    1.0402, 3,    7670.47,   92.4,    1.0654
"L3123509", 12.47, 1,    7449.93,  -31.1,    1.0348, 2,    7543.63, -151.0,    1.0478, 3,    7581.72,   90.1,    1.0531
"M1209772", 12.47, 1,    7449.93,  -31.1,    1.0348, 2,    7543.63, -151.0,    1.0478, 3,    7581.72,   90.1,    1.0531
"R20703", 12.47, 1,     7138.8,  -30.8,   0.99156, 2,    7491.81, -151.6,    1.0406, 3,    7663.68,   92.3,    1.0645
"L2859403", 12.47, 1,    7135.18,  -30.8,   0.99106, 2,    7491.25, -151.6,    1.0405, 3,    7665.22,   92.3,    1.0647
"M1026927", 12.47, 1,    7202.64,  -33.9,    1.0004, 2,    7380.79, -156.4,    1.0252, 3,    7416.19,   92.3,    1.0301
"M1125914", 12.47, 1,    7318.19,  -32.1,    1.0165, 2,    7515.82, -151.6,    1.0439, 3,    7542.16,   90.0,    1.0476
"L2917328", 12.47, 1,    7317.93,  -32.1,    1.0164, 2,    7515.52, -151.6,    1.0439, 3,    7540.63,   90.0,    1.0474
"L2841635", 12.47, 1,    7341.35,  -33.3,    1.0197, 2,    7429.47, -155.7,    1.0319, 3,    7423.03,   92.3,     1.031
"L2766499", 12.47, 3,     7441.2,   92.3,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"M1047444", 12.47, 2,    7256.75, -156.4,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"M1108459", 12.47, 2,    7485.96, -151.6,    1.0398, 0, 0, 0, 0, 0, 0, 0, 0
"L2802480", 12.47, 2,    7485.66, -151.6,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0
"L2691954", 12.47, 1,    7168.92,  -34.4,   0.99574, 2,    7346.34, -154.0,    1.0204, 3,    7463.44,   88.7,    1.0367
"L3122849", 12.47, 1,    7165.52,  -34.4,   0.99527, 2,    7344.97, -154.0,    1.0202, 3,    7463.55,   88.7,    1.0367
"L2764411", 12.47, 3,    7403.02,   89.7,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"M1026907", 12.47, 1,    7221.79,  -33.9,    1.0031, 2,    7389.84, -156.4,    1.0264, 3,    7420.34,   92.3,    1.0307
"L2729206", 12.47, 3,    7442.71,   92.3,    1.0338, 0, 0, 0, 0, 0, 0, 0, 0
"L2804957", 12.47, 3,    7399.33,   89.7,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"L3048937", 12.47, 3,    7398.06,   89.7,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"L2822872", 12.47, 1,    7328.97,  -33.3,     1.018, 2,    7412.93, -155.8,    1.0296, 3,    7422.35,   92.3,    1.0309
"L3235946", 12.47, 1,     7055.4,  -30.7,   0.97998, 0, 0, 0, 0, 0, 0, 0, 0
"M1126005", 12.47, 1,    7053.68,  -30.7,   0.97974, 0, 0, 0, 0, 0, 0, 0, 0
"M1009698", 12.47, 1,    7192.01,  -33.9,   0.99895, 0, 0, 0, 0, 0, 0, 0, 0
"L3156034", 12.47, 1,    7191.91,  -33.9,   0.99894, 0, 0, 0, 0, 0, 0, 0, 0
"L3254205", 12.47, 3,    7461.14,   88.7,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"L3197647", 12.47, 1,    7306.36,  -33.3,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"M1026778", 12.47, 1,    7306.36,  -33.3,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"M1026844", 12.47, 1,    7211.03,  -33.8,    1.0016, 2,    7367.53, -156.4,    1.0233, 3,    7420.75,   92.3,    1.0307
"N1147861", 12.47, 3,    7420.75,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2973833", 12.47, 1,    7390.74,  -31.3,    1.0266, 2,    7538.69, -151.2,    1.0471, 3,    7586.42,   90.4,    1.0537
"M1166373", 12.47, 1,    7387.24,  -31.3,    1.0261, 2,     7538.3, -151.2,     1.047, 3,    7586.81,   90.4,    1.0538
"L2991902", 12.47, 2,    7298.81, -154.1,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"M1008758", 12.47, 2,    7297.39, -154.1,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"M1026734", 12.47, 1,    7189.12,  -33.9,   0.99855, 0, 0, 0, 0, 0, 0, 0, 0
"L3065696", 12.47, 1,    7188.99,  -33.9,   0.99853, 0, 0, 0, 0, 0, 0, 0, 0
"L2748780", 12.47, 1,    7052.68,  -30.7,    0.9796, 0, 0, 0, 0, 0, 0, 0, 0
"M1125987", 12.47, 1,    7170.34,  -30.9,   0.99594, 2,    7497.02, -151.5,    1.0413, 3,     7650.6,   92.0,    1.0626
"P901945", 12.47, 1,    7170.34,  -30.9,   0.99594, 2,    7497.02, -151.5,    1.0413, 3,    7650.59,   92.0,    1.0626
"P901910", 12.47, 2,    7301.49, -156.3,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0
"L3027122", 12.47, 1,    7064.03,  -30.7,   0.98118, 0, 0, 0, 0, 0, 0, 0, 0
"M1108506", 12.47, 1,    7063.73,  -30.7,   0.98113, 0, 0, 0, 0, 0, 0, 0, 0
"L2841637", 12.47, 3,    7461.31,   88.7,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"N1139539", 12.47, 1,    7299.05,  -34.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"L2710520", 12.47, 1,    7298.82,  -34.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"M1089119", 12.47, 1,    7471.87,  -33.4,    1.0378, 2,    7492.26, -152.7,    1.0407, 3,    7455.63,   89.2,    1.0356
"P827521", 12.47, 2,    7491.99, -152.7,    1.0406, 0, 0, 0, 0, 0, 0, 0, 0
"L3046854", 12.47, 2,    7247.73, -156.4,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0
"M1047478", 12.47, 3,    7412.75,   92.2,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"L2766716", 12.47, 3,    7412.64,   92.2,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"N1137003", 12.47, 1,    7323.42,  -33.3,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"L2973171", 12.47, 2,    7297.44, -155.0,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"L3085392", 12.47, 3,    7305.11,   89.4,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"P875742", 12.47, 2,    7389.84, -156.4,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0
"M1010008", 12.47, 1,    7021.96,  -34.0,   0.97533, 0, 0, 0, 0, 0, 0, 0, 0
"L3784018", 12.47, 1,    7288.14,  -33.3,    1.0123, 2,    7346.02, -156.0,    1.0203, 3,    7460.18,   92.4,    1.0362
"M1026703", 12.47, 3,    7398.96,   92.4,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"L2973166", 12.47, 3,    7398.86,   92.4,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"L3068944", 12.47, 2,    7515.22, -151.6,    1.0438, 0, 0, 0, 0, 0, 0, 0, 0
"M1047550", 12.47, 1,    7491.09,  -33.0,    1.0405, 2,    7508.67, -155.4,    1.0429, 3,    7472.08,   92.3,    1.0379
"L2936270", 12.47, 1,    7502.72,  -31.0,    1.0421, 0, 0, 0, 0, 0, 0, 0, 0
"L3086078", 12.47, 1,    7502.59,  -31.0,    1.0421, 0, 0, 0, 0, 0, 0, 0, 0
"M1047593", 12.47, 1,    7366.03,  -33.3,    1.0231, 2,    7445.66, -155.8,    1.0342, 3,     7443.9,   92.3,    1.0339
"M1047615", 12.47, 1,    7356.91,  -33.3,    1.0219, 2,    7436.99, -155.8,     1.033, 3,    7443.09,   92.3,    1.0338
"M1009855", 12.47, 2,    7333.58, -156.5,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0
"L2748139", 12.47, 2,    7333.56, -156.5,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0
"N1140832", 12.47, 3,    7396.17,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"L2841631", 12.47, 3,    7396.15,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"M1047819", 12.47, 2,    7270.63, -156.1,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0
"L2916610", 12.47, 2,     7434.6, -155.7,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0
"L2879076", 12.47, 3,    7430.04,   89.0,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"M1089122", 12.47, 3,    7429.41,   89.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"L2691939", 12.47, 2,    7344.21, -156.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0
"M1069489", 12.47, 3,    7406.43,   92.1,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0
"L2933120", 12.47, 3,    7406.22,   92.1,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0
"M1069225", 12.47, 3,    7418.46,   89.0,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"M1089120", 12.47, 1,    7478.55,  -33.4,    1.0388, 2,    7498.71, -152.7,    1.0416, 3,    7459.35,   89.2,    1.0361
"L3645810", 12.47, 3,    7433.35,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"M3763623", 12.47, 3,    7433.35,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L3649304", 12.47, 1,    7318.91,  -33.6,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"M1027042", 12.47, 3,    7369.42,   92.3,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0
"L3178969", 12.47, 2,    7336.56, -156.5,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"L2729401", 12.47, 2,    7336.54, -156.5,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"L3235249", 12.47, 1,    7259.73,  -33.8,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"L2954348", 12.47, 1,    7258.76,  -33.8,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0
"L3066812", 12.47, 1,    7284.02,  -33.2,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0
"L2841622", 12.47, 1,     7283.8,  -33.2,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0
"M1209787", 12.47, 1,     7483.2,  -31.1,    1.0394, 2,    7552.17, -150.9,     1.049, 3,    7575.14,   90.0,    1.0522
"L2823611", 12.47, 1,    7472.17,  -31.1,    1.0379, 2,    7549.98, -150.9,    1.0487, 3,    7576.87,   90.1,    1.0524
